wall_time,step,Test/Success_Rate
1628484191.1700318,80000,0.0
1628484475.8495064,160000,0.0
1628484756.15952,240000,0.0
1628485033.5079496,320000,0.0
1628485314.7433116,400000,0.0
1628485596.8022954,480000,0.0
1628485880.6538982,560000,0.03333333333333333
1628486165.530026,640000,0.0
1628486449.2237637,720000,0.0
1628486732.9186778,800000,0.13333333333333333
1628487017.155877,880000,0.06666666666666667
1628487300.4261904,960000,0.06666666666666667
1628487585.4293485,1040000,0.23333333333333334
1628487871.577912,1120000,0.26666666666666666
1628488158.2506163,1200000,0.16666666666666666
1628488444.8174775,1280000,0.36666666666666664
1628488729.3031518,1360000,0.26666666666666666
1628489014.4944417,1440000,0.13333333333333333
1628489299.125943,1520000,0.1
1628489583.4230604,1600000,0.16666666666666666
1628489868.0257006,1680000,0.1
1628490152.881205,1760000,0.16666666666666666
1628490438.4373803,1840000,0.26666666666666666
1628490724.686348,1920000,0.26666666666666666
1628491009.3146253,2000000,0.4
1628491295.6574907,2080000,0.36666666666666664
1628491581.852635,2160000,0.2
1628491867.6431425,2240000,0.1
1628492154.6386664,2320000,0.16666666666666666
1628492441.1292121,2400000,0.3
1628492727.811278,2480000,0.36666666666666664
1628493015.2358418,2560000,0.16666666666666666
1628493301.753042,2640000,0.16666666666666666
1628493591.575499,2720000,0.16666666666666666
1628493880.1809895,2800000,0.23333333333333334
1628494169.7893589,2880000,0.23333333333333334
1628494458.9613621,2960000,0.26666666666666666
1628494747.7456646,3040000,0.2
1628495037.572296,3120000,0.3333333333333333
1628495328.4297767,3200000,0.2
1628495618.5430958,3280000,0.26666666666666666
1628495908.7488046,3360000,0.16666666666666666
1628496199.7140868,3440000,0.23333333333333334
1628496490.9799714,3520000,0.16666666666666666
1628496782.2992108,3600000,0.26666666666666666
1628497073.061901,3680000,0.23333333333333334
1628497363.7679837,3760000,0.16666666666666666
1628497654.5952065,3840000,0.3
1628497945.4766686,3920000,0.3
1628498236.2608047,4000000,0.3
1628498528.0338695,4080000,0.3333333333333333
1628498819.473744,4160000,0.26666666666666666
1628499111.2138631,4240000,0.36666666666666664
1628499403.5963998,4320000,0.3
1628499694.388591,4400000,0.3333333333333333
1628499987.0255349,4480000,0.26666666666666666
1628500279.345717,4560000,0.1
1628500571.7879565,4640000,0.4
1628500862.5103629,4720000,0.3
1628501153.8341672,4800000,0.2
1628501444.6114025,4880000,0.43333333333333335
1628501735.6169848,4960000,0.3333333333333333
1628502028.1176627,5040000,0.4
1628502318.9488022,5120000,0.3333333333333333
1628502610.233189,5200000,0.16666666666666666
1628502900.0036335,5280000,0.4
1628503192.8164105,5360000,0.23333333333333334
1628503483.3089304,5440000,0.26666666666666666
1628503774.9740753,5520000,0.26666666666666666
1628504066.688069,5600000,0.36666666666666664
1628504360.0294273,5680000,0.4666666666666667
1628504652.845376,5760000,0.26666666666666666
1628504943.3309877,5840000,0.4
1628505235.3015156,5920000,0.43333333333333335
1628505528.143128,6000000,0.6
1628505820.0122333,6080000,0.4
1628506112.1686187,6160000,0.3333333333333333
1628506403.6536348,6240000,0.36666666666666664
1628506696.3711493,6320000,0.26666666666666666
1628506987.739765,6400000,0.43333333333333335
1628507280.3891451,6480000,0.6
1628507573.238878,6560000,0.5
1628507866.2509155,6640000,0.43333333333333335
1628508158.465579,6720000,0.3333333333333333
1628508453.4960933,6800000,0.3
1628508748.0077627,6880000,0.4
1628509042.737656,6960000,0.3
1628509337.9072926,7040000,0.4666666666666667
1628509631.6803951,7120000,0.4666666666666667
1628509926.6759396,7200000,0.3
1628510221.9783394,7280000,0.3333333333333333
1628510515.9465127,7360000,0.4
1628510809.5238576,7440000,0.4666666666666667
1628511103.1552763,7520000,0.5333333333333333
1628511397.168771,7600000,0.5333333333333333
1628511689.4329138,7680000,0.43333333333333335
1628511983.9040108,7760000,0.5666666666666667
1628512277.086675,7840000,0.36666666666666664
1628512567.6877604,7920000,0.6333333333333333
