epoch,o_norm/mean,o_norm/std,g_norm/mean,g_norm/std,test/success_rate
0,0.19586797,0.006766496,0.8246357,0.0010942222,0.0
1,0.19558533,0.006941266,0.8198614,0.00110628,0.0
2,0.19485705,0.0073654805,0.81693697,0.0010461287,0.0
3,0.19520281,0.0076306993,0.8152769,0.00091155985,0.0
4,0.19535719,0.0076736165,0.8151652,0.00086326804,0.0
5,0.19558969,0.009065375,0.81490546,0.0008555954,0.0
6,0.19545615,0.010064568,0.8149853,0.0008409953,0.0
7,0.19533423,0.011356771,0.81504554,0.00083669176,0.0
8,0.19503208,0.013143224,0.815087,0.000830508,0.0
9,0.19501685,0.014406804,0.8154852,0.0008264153,0.0
10,0.1949663,0.015472058,0.81582505,0.0008166451,0.0
11,0.19487025,0.017163893,0.8157294,0.0008120206,0.0
12,0.19484451,0.01788022,0.8159859,0.00081040873,0.0
13,0.19476187,0.018677063,0.8161165,0.00080022385,0.0
14,0.19459,0.019705439,0.81629866,0.0007947772,0.0
15,0.19448198,0.02100141,0.8167408,0.0007882927,0.0
16,0.1946078,0.021939926,0.8172906,0.0007999173,0.03999999761581422
17,0.19455813,0.023049796,0.8179395,0.00081247016,0.26000001430511477
18,0.19465359,0.024099069,0.8188667,0.00081855874,0.18000000715255737
19,0.19477138,0.024849715,0.8200822,0.000831505,0.3
20,0.1949296,0.025891883,0.82154727,0.00085698237,0.5199999809265137
21,0.19511704,0.026928699,0.8235639,0.0008698213,0.6
22,0.19541603,0.028006,0.82562,0.0008912771,0.5199999809265137
23,0.19569999,0.02862077,0.8276351,0.0009197434,0.7599999904632568
24,0.19610785,0.02927472,0.82959884,0.00095390045,0.8199999809265137
25,0.19652694,0.029611042,0.8316214,0.0009861281,0.7599999904632568
26,0.19697441,0.029830083,0.8336017,0.0009998755,0.7600000381469727
27,0.19731338,0.02995932,0.8354408,0.0010082485,0.8
28,0.19774076,0.030294506,0.8372217,0.0010194451,0.8199999809265137
29,0.19802013,0.03045548,0.83878535,0.0010129818,0.8399999618530274
30,0.19833612,0.030577565,0.8401859,0.0010054566,0.8399999618530274
31,0.19858797,0.030845886,0.84155035,0.001006773,0.7600000381469727
32,0.19887692,0.031030081,0.84281594,0.0010035642,0.8600000381469727
33,0.1990653,0.031203356,0.84393555,0.0009952368,0.8800000190734863
34,0.19917814,0.031490896,0.84506375,0.0009950898,0.9399999618530274
35,0.19936235,0.03187746,0.8460858,0.000988,0.900000190734863
36,0.19953631,0.03223276,0.84715575,0.0009780639,0.9199999809265137
37,0.19970562,0.032533538,0.8481738,0.0009702312,0.9199999809265137
38,0.19982359,0.032812998,0.8490409,0.00096037844,0.9399999618530274
39,0.20001261,0.03316282,0.8499674,0.00094847166,0.9800000190734863
40,0.20015238,0.033621773,0.85083896,0.0009401015,0.9399999618530274
41,0.20027521,0.033909876,0.8515857,0.00093332696,0.9800000190734863
42,0.20045398,0.034328558,0.85230106,0.0009240175,0.9600000381469727
43,0.2005266,0.03473441,0.8530083,0.00091375504,1.0
44,0.20063542,0.035083394,0.8536275,0.0009062194,0.9800000190734863
45,0.20068271,0.035387725,0.85419303,0.00089655066,1.0
46,0.20075022,0.035632808,0.85476726,0.00089013646,1.0
47,0.20082626,0.03586963,0.85539013,0.0008851485,1.0
48,0.20094195,0.036158133,0.85599154,0.00087422616,1.0
49,0.2010082,0.036395047,0.85655373,0.0008665785,0.9800000190734863
50,0.20104842,0.036690667,0.8570098,0.0008601591,1.0
51,0.20109871,0.036890417,0.85745674,0.00085037854,0.9800000190734863
52,0.20118551,0.03720106,0.85783195,0.00084400154,1.0
53,0.20127833,0.037450958,0.85827273,0.00083354,1.0
54,0.20131627,0.037654404,0.85869235,0.0008239324,1.0
55,0.20139685,0.037852194,0.85909444,0.0008167874,0.9800000190734863
56,0.2014167,0.03807871,0.85945827,0.00081043114,1.0
57,0.20149675,0.038191635,0.8598164,0.00080556393,0.9800000190734863
58,0.20153978,0.038413785,0.8601144,0.000799533,0.9800000190734863
59,0.20155105,0.038543973,0.8604949,0.00079046906,0.9800000190734863
60,0.20163435,0.038713153,0.86079717,0.0007846649,0.9800000190734863
61,0.2017029,0.0389357,0.8611638,0.0007772432,0.9800000190734863
62,0.20170489,0.039130308,0.86145395,0.00076975225,0.9800000190734863
63,0.2017333,0.03925777,0.86176157,0.0007661127,0.9600000381469727
64,0.20179775,0.03944023,0.8620339,0.000758875,0.9600000381469727
65,0.2018054,0.039662357,0.8623226,0.0007527761,0.9800000190734863
66,0.20185632,0.039857723,0.8625913,0.0007470202,1.0
67,0.20188092,0.039981883,0.8628623,0.00074139494,1.0
68,0.20193893,0.040142965,0.86312073,0.00073504663,0.9800000190734863
69,0.20200323,0.040346116,0.863403,0.00073024986,0.9800000190734863
70,0.20202015,0.040534295,0.8636668,0.0007240717,0.9399999618530274
71,0.20202594,0.040672705,0.86392426,0.0007176033,1.0
72,0.20204552,0.040729154,0.8641942,0.00071279705,0.9600000381469727
73,0.20207392,0.040938683,0.8644309,0.000705699,1.0
74,0.20206773,0.041053213,0.8646453,0.0007009888,0.9800000190734863
75,0.20208427,0.04113996,0.86485845,0.0006966142,1.0
76,0.20208712,0.041193105,0.8650699,0.00069020083,1.0
77,0.20209995,0.041325368,0.8652728,0.0006865244,1.0
78,0.2021466,0.04148287,0.86545736,0.00068158313,0.9600000381469727
79,0.20215987,0.04160247,0.86563295,0.00067587936,1.0
80,0.20222569,0.04171644,0.86579037,0.0006713392,0.9800000190734863
81,0.20227642,0.041856445,0.86597395,0.00066570914,1.0
82,0.20230186,0.041948438,0.8661082,0.0006620589,0.9800000190734863
83,0.20233688,0.042019725,0.86626244,0.00065785035,0.9800000190734863
84,0.20236303,0.042076625,0.8664387,0.00065331237,0.9800000190734863
85,0.20234953,0.042181324,0.86659336,0.0006497328,0.9800000190734863
86,0.20237751,0.04229722,0.8667834,0.00064555,0.9800000190734863
87,0.20240839,0.042440925,0.8668995,0.00064029195,1.0
88,0.20241603,0.042529546,0.8670265,0.00063764455,1.0
89,0.20244236,0.0426583,0.8671805,0.0006355497,1.0
90,0.20247377,0.042728897,0.867321,0.0006329586,1.0
91,0.2025153,0.042777404,0.8674769,0.00063008856,1.0
92,0.20250967,0.042839166,0.86758846,0.00062888366,1.0
93,0.2025329,0.042877235,0.86771965,0.0006264847,1.0
94,0.20253596,0.042930182,0.86784285,0.000624388,0.9399999618530274
95,0.20255558,0.042956423,0.86797595,0.00062116206,0.9800000190734863
96,0.20259744,0.04304523,0.8680911,0.0006173512,0.9800000190734863
97,0.2026059,0.04312708,0.8682108,0.00061230635,0.9800000190734863
98,0.2026257,0.043159142,0.8683157,0.0006078804,1.0
99,0.20263837,0.04324279,0.868452,0.0006051866,0.9800000190734863
