epoch,test/success_rate
0,0.095
1,0.07124999999999999
2,0.0875
3,0.04625000000000002
4,0.15875
5,0.19625
6,0.15
7,0.17125
8,0.2025
9,0.28125
10,0.32375000000000004
11,0.32375
12,0.325
13,0.2775
14,0.325
15,0.32625000000000004
16,0.35
17,0.30625
18,0.37124999999999997
19,0.3775
20,0.39875
21,0.355
22,0.3525
23,0.33
24,0.345
25,0.34125
26,0.37875
27,0.40874999999999995
28,0.35750000000000004
29,0.355
30,0.30624999999999997
31,0.33625
32,0.31625000000000003
33,0.3225
34,0.3575
35,0.38499999999999995
36,0.36
37,0.41125
38,0.385
39,0.44375
40,0.38375000000000004
41,0.39249999999999996
42,0.38625
43,0.3925
44,0.38249999999999995
45,0.395
46,0.42375
47,0.48125
48,0.38249999999999995
49,0.42125
50,0.42625
51,0.41875
52,0.42125
53,0.42374999999999996
54,0.4225
55,0.38125
56,0.41
57,0.425
58,0.39249999999999996
59,0.41375
60,0.44499999999999995
61,0.41875
62,0.39749999999999996
63,0.47250000000000003
64,0.41000000000000003
65,0.46
66,0.42125
67,0.4275
68,0.4475
69,0.47875
70,0.4225
71,0.42
72,0.44125000000000003
73,0.38875
74,0.435
75,0.3625
76,0.41125
77,0.425
78,0.45375
79,0.4075
80,0.3625
81,0.405
82,0.42874999999999996
83,0.41625
84,0.47250000000000003
85,0.45125
86,0.40625
87,0.4175
88,0.39874999999999994
89,0.435
90,0.40125
91,0.30374999999999996
92,0.3975
93,0.41874999999999996
94,0.37875000000000003
95,0.38625
96,0.41
97,0.37124999999999997
98,0.45375
99,0.42374999999999996
