epoch,test/success_rate
0,0.05125000000000001
1,0.035
2,0.03249999999999998
3,0.125875000000000004
4,0.12475
5,0.15625
6,0.225
7,0.22625
8,0.23
9,0.28875
10,0.31999999999999995
11,0.31375000000000003
12,0.29625
13,0.38625000000000004
14,0.35375
15,0.3275
16,0.32999999999999996
17,0.34750000000000003
18,0.39375
19,0.34624999999999995
20,0.31625000000000003
21,0.31875
22,0.33125
23,0.36625
24,0.3775
25,0.365
26,0.38875000000000004
27,0.34750000000000003
28,0.36125
29,0.37625
30,0.35875
31,0.37124999999999997
32,0.40625
33,0.39125
34,0.34750000000000003
35,0.38
36,0.37
37,0.37125
38,0.38
39,0.405
40,0.35
41,0.37125
42,0.39875
43,0.34
44,0.395
45,0.44125
46,0.38375000000000004
47,0.39125
48,0.37124999999999997
49,0.34624999999999995
50,0.3925
51,0.41874999999999996
52,0.39125
53,0.42375
54,0.38625
55,0.44
56,0.37124999999999997
57,0.40125
58,0.39
59,0.3875
60,0.40125
61,0.40875
62,0.41500000000000004
63,0.39125
64,0.39
65,0.44125000000000003
66,0.3725
67,0.40625
68,0.46125
69,0.36624999999999996
70,0.3975
71,0.4125
72,0.4
73,0.43
74,0.405
75,0.43000000000000005
76,0.4475
77,0.41125
78,0.4375
79,0.395
80,0.39
81,0.43875
82,0.41875
83,0.35
84,0.36750000000000005
85,0.48124999999999996
86,0.4425
87,0.43374999999999997
88,0.47625
89,0.4125
90,0.42625
91,0.45125000000000004
92,0.42874999999999996
93,0.42500000000000004
94,0.44625
95,0.4575
96,0.46125
97,0.48375
98,0.4525
99,0.43
