epoch,test/success_rate
0,0.04125
1,0.03812500000000003
2,0.05062500000000002
3,0.103562500000000003
4,0.128125
5,0.164375
6,0.141875
7,0.16187499999999997
8,0.243125
9,0.24999999999999997
10,0.2725
11,0.29062499999999997
12,0.31
13,0.34249999999999997
14,0.325625
15,0.31875
16,0.33187500000000003
17,0.30562500000000004
18,0.36250000000000004
19,0.35375
20,0.32125000000000004
21,0.299375
22,0.393125
23,0.36
24,0.3875
25,0.368125
26,0.324375
27,0.35625
28,0.38125
29,0.375625
30,0.3575
31,0.39625
32,0.365
33,0.37187499999999996
34,0.38937499999999997
35,0.36875
36,0.356875
37,0.40249999999999997
38,0.3025
39,0.385
40,0.421875
41,0.38625
42,0.40875000000000006
43,0.381875
44,0.37124999999999997
45,0.393125
46,0.35687500000000005
47,0.36250000000000004
48,0.3775
49,0.3525
50,0.35
51,0.37875
52,0.376875
53,0.405625
54,0.38125
55,0.3975
56,0.405625
57,0.385
58,0.404375
59,0.41000000000000003
60,0.35625
61,0.32375
62,0.355
63,0.41
64,0.385
65,0.34125
66,0.39
67,0.410625
68,0.40375
69,0.370625
70,0.39375000000000004
71,0.38625000000000004
72,0.42562500000000003
73,0.4475
74,0.40249999999999997
75,0.4
76,0.364375
77,0.38875
78,0.39437500000000003
79,0.3975
80,0.414375
81,0.380625
82,0.43062500000000004
83,0.4275
84,0.393125
85,0.43062500000000004
86,0.42125
87,0.45625
88,0.420625
89,0.4325
90,0.37875000000000003
91,0.38437499999999997
92,0.369375
93,0.391875
94,0.4225
95,0.409375
96,0.416875
97,0.42375
98,0.4475
99,0.313125
