epoch,test/success_rate
0,0.00624999999999998
1,0.0500000000000004
2,0.0875
3,0.09125000000000004
4,0.09375
5,0.12925
6,0.130625
7,0.18125
8,0.23175
9,0.23375
10,0.24750000000000003
11,0.3725
12,0.34875
13,0.3925
14,0.39625
15,0.3975
16,0.35250000000000004
17,0.40375000000000005
18,0.39249999999999996
19,0.3975
20,0.39749999999999996
21,0.3725
22,0.33499999999999996
23,0.34375
24,0.38375000000000004
25,0.37875
26,0.3975
27,0.39375000000000004
28,0.37875000000000003
29,0.45875
30,0.4175
31,0.39749999999999996
32,0.4225
33,0.41375
34,0.41125
35,0.37
36,0.38
37,0.4575
38,0.3625
39,0.39
40,0.40125
41,0.47375
42,0.41000000000000003
43,0.4125
44,0.35625
45,0.425
46,0.36
47,0.42125
48,0.41125
49,0.36624999999999996
50,0.35625
51,0.385
52,0.40249999999999997
53,0.35625
54,0.41625
55,0.39
56,0.4075
57,0.3675
58,0.4075
59,0.41625
60,0.435
61,0.41375
62,0.38749999999999996
63,0.37
64,0.35625
65,0.39375
66,0.41125
67,0.45999999999999996
68,0.39999999999999997
69,0.38375000000000004
70,0.35875
71,0.40875
72,0.3925
73,0.4275
74,0.40625
75,0.40875
76,0.39
77,0.42500000000000004
78,0.40125
79,0.3075
80,0.385
81,0.47874999999999995
82,0.4475
83,0.41500000000000004
84,0.40125
85,0.375
86,0.425
87,0.39625
88,0.45999999999999996
89,0.43999999999999995
90,0.4375
91,0.4225
92,0.445
93,0.41874999999999996
94,0.485
95,0.44375
96,0.48124999999999996
97,0.41625
98,0.44875
99,0.4275
