wall_time,step,Test/Success_Rate
1628934825.0831306,80000,0.0
1628935728.915754,160000,0.0
1628936629.0803487,240000,0.0
1628937535.313717,320000,0.0
1628938434.0677166,400000,0.0
1628939319.938467,480000,0.0
1628940202.1063883,560000,0.0
1628941083.342391,640000,0.0
1628941961.9879851,720000,0.0
1628942838.735804,800000,0.0
1628943710.0732567,880000,0.0
1628944579.5613754,960000,0.0
1628945451.7170315,1040000,0.0
1628946318.6784155,1120000,0.0
1628947178.6703105,1200000,0.0
1628948037.0763474,1280000,0.0
1628948894.1857092,1360000,0.0
1628949753.167641,1440000,0.0
1628950606.9089375,1520000,0.0
1628951459.0237052,1600000,0.0
1628952304.2833476,1680000,0.0
1628953132.3699267,1760000,0.0
1628953964.1164773,1840000,0.0
1628954786.7381535,1920000,0.0
1628955593.5843804,2000000,0.0
1628956394.9955332,2080000,0.0
1628957189.7789392,2160000,0.0
1628957978.994237,2240000,0.0
1628958765.842327,2320000,0.0
1628959548.7183406,2400000,0.0
1628960330.7781029,2480000,0.0
1628961108.5526583,2560000,0.0
1628961892.9577658,2640000,0.0
1628962671.5087655,2720000,0.0
1628963448.0237083,2800000,0.03333333333333333
1628964220.4727771,2880000,0.03333333333333333
1628964991.9945083,2960000,0.12
1628965761.9452827,3040000,0.25
1628966532.0243728,3120000,0.26666666666666666
1628967303.4623706,3200000,0.4
1628968072.6538057,3280000,0.5666666666666667
1628968842.4475038,3360000,0.7333333333333333
1628969612.7794676,3440000,0.6333333333333333
1628970379.3084354,3520000,0.8333333333333334
1628971141.2737842,3600000,0.8333333333333334
1628971899.4039338,3680000,0.9
1628972659.1124651,3760000,0.9
1628973414.6045158,3840000,0.933
1628974167.7542002,3920000,0.96
1628974925.0694282,4000000,0.8666
1628975679.3444831,4080000,0.9666666666666667
1628976433.3495986,4160000,1.0
1628977186.5824773,4240000,1.0
1628977935.7239342,4320000,0.9666666666666667
1628978692.9469497,4400000,0.9666666666666667
1628979443.2660618,4480000,1.0
1628980194.4766767,4560000,0.9333333333333333
1628980944.8307579,4640000,0.9666666666666667
1628981696.4375803,4720000,1.0
1628982456.4325027,4800000,1.0
1628983211.2871935,4880000,1.0
1628983964.8580287,4960000,1.0
1628984718.4050763,5040000,1.0
1628985470.683341,5120000,0.9666666666666667
1628986224.5241203,5200000,1.0
1628986976.4520996,5280000,1.0
1628987730.1320434,5360000,1.0
1628988481.209699,5440000,0.9666666666666667
1628989231.1552174,5520000,1.0
1628989984.6057892,5600000,0.9666666666666667
1628990735.0136862,5680000,1.0
1628991485.1589808,5760000,1.0
1628992235.564888,5840000,0.9
1628992987.1606777,5920000,1.0
1628993738.7349215,6000000,1.0
1628994492.482905,6080000,1.0
1628995242.3163652,6160000,0.9333333333333333
1628995997.9779289,6240000,1.0
1628996754.2554617,6320000,1.0
1628997510.4128256,6400000,1.0
1629021341.0192232,6480000,0.9
1629021515.2434955,6560000,0.8666666666666667
1629021690.8995712,6640000,0.8666666666666667
1629021865.0623705,6720000,0.9666666666666667
1629022037.8395326,6800000,1.0
1629022209.249452,6880000,0.9666666666666667
1629022380.4374013,6960000,1.0
1629022550.4628415,7040000,0.9333333333333333
1629022720.5745695,7120000,0.8666666666666667
1629022890.3459046,7200000,1.0
1629023060.238715,7280000,0.9533333333333333
1629023230.186846,7360000,0.9033333333333333
1629023399.8263936,7440000,0.833333333333333
1629023569.3298995,7520000,0.9666
1629023739.0505364,7600000,1.0
1629023909.024943,7680000,0.9333333333333333
1629024078.3057842,7760000,0.8666666666666667
1629024248.5908506,7840000,0.9566666666666667
1629024418.5017655,7920000,0.9166666666666667
