epoch,o_norm/mean,o_norm/std,g_norm/mean,g_norm/std,test/success_rate
0,0.20731167,0.0013310259,0.8450815,0.0024771888,0.0
1,0.20705694,0.0041214647,0.84853363,0.0018697857,0.0
2,0.20735532,0.004332743,0.8511552,0.0018140399,0.0
3,0.20772332,0.0058139823,0.85230213,0.0015275843,0.0
4,0.20802073,0.0067439503,0.8530801,0.0013854587,0.0
5,0.20802437,0.007654745,0.8530443,0.0012190099,0.0
6,0.20834216,0.008990091,0.85341954,0.0010360711,0.0
7,0.20863238,0.010164204,0.85357934,0.0009642619,0.0
8,0.20877996,0.011306274,0.85377735,0.00095249526,0.0
9,0.2087089,0.012209153,0.8537228,0.0009637349,0.0
10,0.2087501,0.0128965005,0.8539614,0.0009776725,0.0
11,0.20899588,0.014318167,0.8541381,0.0009280247,0.0
12,0.20917368,0.016185485,0.8542743,0.0008977754,0.012500000186264515
13,0.20894791,0.018600821,0.85404706,0.00081624766,0.0062500000931322575
14,0.20880944,0.021272939,0.8539469,0.00076683547,0.01875000074505806
15,0.20859754,0.02400837,0.8531155,0.0006857482,0.05000000074505806
16,0.20784183,0.027507933,0.8513419,0.0006434587,0.08750000596046448
17,0.20725328,0.031248026,0.8486455,0.0006010467,0.13124999403953552
18,0.2066419,0.036427025,0.8461714,0.0005892173,0.16249999403953552
19,0.20607308,0.04125411,0.8444839,0.00057660945,0.25
20,0.20584528,0.04557072,0.84317106,0.0005902853,0.23125000298023224
21,0.20597623,0.04918716,0.84216595,0.0006048911,0.3812500238418579
22,0.2059682,0.052687444,0.8413165,0.0006210788,0.48125001788139343
23,0.20578188,0.056115404,0.8404755,0.0006290998,0.5874999761581421
24,0.20567097,0.059148498,0.83976847,0.000651313,0.5625
25,0.20535333,0.062104747,0.83909726,0.000672916,0.606249988079071
26,0.20522015,0.064900614,0.83814263,0.0006818385,0.6187500357627869
27,0.20486689,0.067713395,0.83736116,0.0006940849,0.7437499761581421
28,0.20476139,0.07034782,0.8366564,0.00071294507,0.7875000238418579
29,0.20460495,0.07301939,0.83592206,0.00072483625,0.7562499642372131
30,0.20457879,0.07527676,0.8352432,0.00073694997,0.7749999761581421
31,0.20426057,0.07745456,0.83455986,0.00075138453,0.7875000238418579
32,0.20406602,0.07957677,0.83396935,0.00076811976,0.78125
33,0.20393932,0.08145543,0.83344823,0.00078147836,0.8624999523162842
34,0.20375948,0.08303735,0.8328349,0.0007976817,0.8187499642372131
35,0.2035814,0.08453443,0.83222574,0.0008084353,0.8500000238418579
36,0.20335945,0.08604396,0.8316617,0.0008208624,0.8500000238418579
37,0.20320198,0.08754692,0.8310731,0.0008308119,0.875
38,0.20306885,0.08894058,0.83050436,0.00084500946,0.8825000238418579
39,0.2028976,0.09015485,0.8300919,0.0008582513,0.8687500357627869
40,0.20276873,0.09163869,0.82956,0.00086337683,0.9249999523162842
41,0.20265625,0.092724584,0.8290429,0.0008707098,0.8624999523162842
42,0.20257813,0.09402201,0.828619,0.00087956403,0.9187499284744263
43,0.2025169,0.09514244,0.8282337,0.000889057,0.90625
44,0.20242496,0.09622489,0.82783014,0.0008970334,0.8812499642372131
45,0.20241812,0.09746993,0.8274476,0.00090473634,0.8562500476837158
46,0.20235035,0.098541565,0.82704884,0.0009089212,0.875
47,0.20230703,0.09959073,0.8266818,0.0009109643,0.9125000238418579
48,0.20228194,0.1006476,0.8263325,0.0009161194,0.9625000357627869
49,0.20219308,0.101775125,0.8259395,0.0009222364,0.9249999523162842
50,0.20214388,0.1024858,0.82554644,0.0009309349,0.918749988079071
51,0.2020701,0.10345346,0.8251703,0.00093369215,0.9375
52,0.20205823,0.10420845,0.8248012,0.0009390694,0.887499988079071
53,0.20195666,0.105024174,0.82441026,0.00094385335,0.9375
54,0.2018953,0.105758354,0.8241053,0.00095122727,0.9187500476837158
55,0.20181149,0.10646821,0.823783,0.00095535256,0.9312499761581421
56,0.20179032,0.10722895,0.82343286,0.0009605361,0.9124999642372131
57,0.20170677,0.107925035,0.8230527,0.00096225605,0.9375
58,0.20159897,0.10856286,0.82267433,0.00096608634,0.8875000476837158
59,0.20153736,0.10932532,0.8223503,0.00097138196,0.949999988079071
60,0.20144615,0.1099961,0.82196635,0.0009756564,0.9375
61,0.20138675,0.11059944,0.8216525,0.0009792006,0.9437500238418579
62,0.20131248,0.111233875,0.8213746,0.0009816132,0.9562499523162842
63,0.20127377,0.111711286,0.82110095,0.0009849826,0.956250011920929
64,0.20116527,0.112348974,0.8207612,0.0009873485,0.9124999642372131
65,0.20104748,0.11283213,0.8204096,0.0009837223,0.9562499523162842
66,0.20101665,0.113316916,0.82013434,0.000985478,0.9375
67,0.20089443,0.113738425,0.81983846,0.0009851952,0.949999988079071
68,0.20081364,0.114123516,0.8195529,0.0009879089,0.96875
69,0.200784,0.11438707,0.81926155,0.0009900343,0.9437499642372131
70,0.20064497,0.11478568,0.81892604,0.000994883,0.9562499523162842
71,0.20058554,0.11516029,0.8186447,0.0009981442,0.9624999761581421
72,0.20050585,0.11554775,0.8183624,0.0009998375,0.9750000238418579
73,0.20040648,0.11583795,0.81803536,0.0009984068,0.96875
74,0.20031798,0.116171114,0.81775475,0.0009951544,0.987500011920929
75,0.20023154,0.116619594,0.81746787,0.0009968389,0.9937499761581421
76,0.2001136,0.1169359,0.81720144,0.0009961996,0.9624999761581421
77,0.1999563,0.117277496,0.81690687,0.0009926846,0.9625000357627869
78,0.19986099,0.11753781,0.8166639,0.0009930801,0.9437499642372131
79,0.19976908,0.11787762,0.8163801,0.0009942708,0.96875
80,0.19967781,0.11819952,0.8161092,0.0009913364,0.9375
81,0.19955406,0.118402004,0.81585044,0.0009873024,0.9562499523162842
82,0.19953255,0.11863698,0.8155996,0.0009877809,0.9750000238418579
83,0.19945401,0.11887387,0.8153636,0.0009862236,0.96875
84,0.19939558,0.11919454,0.8151405,0.0009847801,0.949999988079071
85,0.1993314,0.11937632,0.8149233,0.0009826929,0.9562499523162842
86,0.19929157,0.11969937,0.81470704,0.0009833119,0.9750000238418579
87,0.1992342,0.119803,0.81444126,0.0009801179,0.9750000238418579
88,0.1991847,0.119959824,0.81418514,0.0009779743,0.9750000238418579
89,0.19915988,0.120170295,0.813948,0.0009770968,0.8937499523162842
90,0.20131913,0.06370346,0.8114733,0.001165174,0.9736842105263158
91,0.20120162,0.064396776,0.81105775,0.0011611157,0.9526315990247225
92,0.20110135,0.06503639,0.81064916,0.0011574556,0.9736842105263158
93,0.20097578,0.06572413,0.8102312,0.0011539712,0.968421032554225
94,0.20089553,0.06634411,0.8098156,0.0011498543,0.9947368220279091
95,0.20079143,0.06696919,0.8094352,0.0011457315,0.9894736440558183
96,0.20066491,0.067572445,0.80906385,0.00114064,0.9894736440558183
97,0.20058298,0.06823365,0.8086842,0.0011350083,0.9842105664704975
98,0.20048746,0.06885143,0.80832964,0.0011309301,0.9736842105263158
99,0.2003958,0.06945239,0.807946,0.001125268,0.9789473884984067
