wall_time,step,Test/Success_Rate
1628230974.54408,10000,0.0
1628231212.3261862,20000,0.0
1628231449.3906522,30000,0.0
1628231679.251704,40000,0.0
1628231905.1587727,50000,0.0
1628232129.1035843,60000,0.0
1628232350.8526735,70000,0.0
1628232570.1111507,80000,0.0
1628232791.6342297,90000,0.0
1628232993.108028,100000,0.0
1628233189.475668,110000,0.0
1628233385.8803856,120000,0.0
1628233584.9196033,130000,0.0
1628233779.383704,140000,0.0
1628233962.354727,150000,0.0
1628234145.6944735,160000,0.03333333333333333
1628234338.2300823,170000,0.0
1628234529.995928,180000,0.0
1628234715.5718224,190000,0.06666666666666667
1628234907.538212,200000,0.06666666666666666
1628235096.1011279,210000,0.06666666666666667
1628235281.0275593,220000,0.03333333333333333
1628235461.1778092,230000,0.03333333333333333
1628235651.4297488,240000,0.03333333333333333
1628235841.3868444,250000,0.0
1628236028.9479434,260000,0.03333333333333333
1628236210.2445936,270000,0.06666666666666667
1628236390.9589422,280000,0.03333333333333333
1628236572.1859326,290000,0.06666666666666667
1628236757.082908,300000,0.03333333333333333
1628236941.1109369,310000,0.0
1628237124.577355,320000,0.0
1628237308.5288498,330000,0.0
1628237492.093131,340000,0.03333333333333333
1628237683.3558874,350000,0.0
1628237873.0011814,360000,0.0
1628238067.4937866,370000,0.03333333333333333
1628238270.3770275,380000,0.0
1628238467.1830585,390000,0.0
1628238659.1884694,400000,0.03333333333333333
1628238844.9951313,410000,0.0
1628239027.8716433,420000,0.0
1628239210.9982808,430000,0.0
1628239397.1640294,440000,0.06666666666666667
1628239581.9513109,450000,0.06666666666666667
1628239768.1279438,460000,0.06666666666666667
1628239952.901649,470000,0.0
1628240139.6504524,480000,0.13333333333333333
1628240328.9018586,490000,0.13333333333333333
1628240523.0259652,500000,0.06666666666666667
1628240712.392612,510000,0.06666666666666667
1628240903.8354974,520000,0.13333333333333333
1628241095.949156,530000,0.16666666666666666
1628241295.4691107,540000,0.2
1628241485.0794992,550000,0.2
1628241682.5700912,560000,0.2
1628241883.3851051,570000,0.3333333333333333
1628242088.9636607,580000,0.2
1628242295.1953835,590000,0.13333333333333333
1628242496.4450362,600000,0.4
1628242698.0725758,610000,0.43333333333333335
1628242899.785715,620000,0.36666666666666664
1628243103.9095104,630000,0.3
1628243307.0114918,640000,0.5
1628243509.750875,650000,0.3
1628243711.2295296,660000,0.4
1628243910.9510684,670000,0.4
1628244109.2822702,680000,0.5
1628244306.4138634,690000,0.6666666666666666
1628244502.6352313,700000,0.6666666666666666
1628244697.894044,710000,0.43333333333333335
1628244892.6073525,720000,0.4666666666666667
1628245087.0963073,730000,0.7
1628245280.422912,740000,0.5333333333333333
1628245473.5734355,750000,0.5666666666666667
1628245671.8598657,760000,0.6
1628245871.6629128,770000,0.7666666666666667
1628246064.4758408,780000,0.6
1628246254.6716204,790000,0.7
1628246446.73817,800000,0.6666666666666666
1628246638.9895647,810000,0.7333333333333333
1628246829.2074509,820000,0.7
1628247025.9267685,830000,0.6
1628247215.8981943,840000,0.6666666666666666
1628247403.8884547,850000,0.6666666666666666
1628247591.6642883,860000,0.5666666666666667
1628247780.2543848,870000,0.6333333333333333
1628247967.924796,880000,0.6333333333333333
1628248160.1982472,890000,0.8333333333333334
1628248350.520156,900000,0.6
1628248557.355496,910000,0.6666666666666666
1628248755.809834,920000,0.7666666666666667
1628248960.0309143,930000,0.7333333333333333
1628249165.5051053,940000,0.8333333333333334
1628249361.4613686,950000,0.8
1628249552.0566828,960000,0.6
1628249744.4402616,970000,0.9333333333333333
1628249943.0313594,980000,0.7333333333333333
1628250136.6826334,990000,0.9
1628250331.7558649,1000000,0.7333333333333333
