epoch,test/success_rate
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.005
24,0.0
25,0.005
26,0.015
27,0.01
28,0.005
29,0.01
30,0.03
31,0.045
32,0.065
33,0.13
34,0.07
35,0.1
36,0.185
37,0.125
38,0.11499999999999999
39,0.155
40,0.14500000000000002
41,0.16
42,0.225
43,0.155
44,0.18
45,0.265
46,0.265
47,0.195
48,0.28
49,0.185
50,0.21500000000000002
51,0.23500000000000001
52,0.24000000000000002
53,0.32
54,0.29
55,0.32
56,0.31000000000000005
57,0.385
58,0.305
59,0.37
60,0.44499999999999995
61,0.38
62,0.43
63,0.39
64,0.385
65,0.47
66,0.39
67,0.335
68,0.46499999999999997
69,0.37
70,0.46499999999999997
71,0.305
72,0.45999999999999996
73,0.46499999999999997
74,0.47
75,0.495
76,0.405
77,0.47
78,0.465
79,0.56
80,0.53
81,0.52
82,0.475
83,0.525
84,0.61
85,0.425
86,0.495
87,0.59
88,0.5449999999999999
89,0.48
90,0.53
91,0.56
92,0.62
93,0.53
94,0.635
95,0.475
96,0.635
97,0.575
98,0.655
99,0.73
100,0.5800000000000001
101,0.625
102,0.64
103,0.635
104,0.69
105,0.6699999999999999
106,0.605
107,0.675
108,0.655
109,0.655
110,0.6699999999999999
111,0.685
112,0.74
113,0.725
114,0.735
115,0.63
116,0.685
117,0.735
118,0.65
119,0.765
