epoch,test/success_rate
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.005
25,0.0
26,0.034999999999999996
27,0.1
28,0.08499999999999999
29,0.14500000000000002
30,0.19
31,0.12000000000000001
32,0.19
33,0.14500000000000002
34,0.17
35,0.14500000000000002
36,0.22
37,0.28
38,0.155
39,0.225
40,0.18
41,0.27
42,0.29
43,0.29000000000000004
44,0.37
45,0.32999999999999996
46,0.325
47,0.28500000000000003
48,0.31
49,0.35
50,0.39
51,0.42500000000000004
52,0.475
53,0.365
54,0.385
55,0.36
56,0.33499999999999996
57,0.42500000000000004
58,0.405
59,0.445
60,0.44999999999999996
61,0.52
62,0.48
63,0.485
64,0.45
65,0.485
66,0.53
67,0.545
68,0.59
69,0.62
70,0.625
71,0.605
72,0.55
73,0.43
74,0.525
75,0.515
76,0.6100000000000001
77,0.5800000000000001
78,0.53
79,0.5900000000000001
80,0.655
81,0.5449999999999999
82,0.66
83,0.6000000000000001
84,0.665
85,0.685
86,0.685
87,0.595
88,0.69
89,0.63
90,0.74
91,0.755
92,0.6699999999999999
93,0.755
94,0.745
95,0.76
96,0.75
97,0.8400000000000001
98,0.79
99,0.77
100,0.7949999999999999
101,0.815
102,0.76
103,0.74
104,0.745
105,0.75
106,0.6799999999999999
107,0.735
108,0.79
109,0.73
110,0.785
111,0.76
112,0.745
113,0.85
114,0.835
115,0.845
116,0.795
117,0.77
118,0.77
119,0.85
